answer_relevancy,faithfulness,context_recall,context_precision,answer_correctness,answer_similarity
0.8956325722617163,1.0,1.0,0.9999999999,0.9502591019834272,0.8010364079337091
0.9515740891390939,0.5,1.0,0.9999999999,0.7325978308709516,0.9303913234838066
0.9058351538317829,0.0,1.0,0.9999999999,0.11572919900962547,0.4629167960385019
0.9910345151955106,1.0,1.0,0.9999999999,0.8199191843536386,0.8796767374145542
0.8806624493735736,0.0625,1.0,0.9999999999,0.19710323501932453,0.7884129400772981
0.0,0.0,0.0,0.0,0.1628277704267168,0.6513110817068672
0.9718332873009329,0.375,0.5,0.9999999999,0.8374051870453817,0.8790325128874089
0.983303850532199,1.0,1.0,0.9999999999,0.8141875150002876,0.8567500600011502
0.5581234864716472,1.0,1.0,0.9999999999,0.708054677579772,0.8322187103190879
0.8845303212928535,0.0,1.0,0.9999999999,0.19510596786778875,0.780423871471155
0.964763931183661,0.0,1.0,0.9999999999,0.19606134348247345,0.7842453739298938
0.8547729471914374,0.0,1.0,0.9999999999,0.12122797993121175,0.484911919724847
0.0,0.0,0.0,0.0,0.33923947159030016,0.7569578863612005
0.9733630951824117,0.5,1.0,0.9999999999,0.4439871707916501,0.7759486831666005
0.9825239022137094,0.75,1.0,0.9999999999,0.8187154457394697,0.9671694752655711
0.0,0.0,1.0,0.9999999999,0.16714929717051424,0.668597188682057
0.9860516093954902,1.0,1.0,0.9999999999,0.868056496768637,0.8055593204078815
0.9691904509931949,0.3333333333333333,1.0,0.9999999999,0.5478822913093517,0.6915291652374067
0.0,0.0,1.0,0.9999999999,0.18194411448914027,0.7277764579565611
0.8664080378910332,1.0,1.0,0.9999999999,0.8478612617443848,0.9914450469775387
0.0,0.16666666666666666,1.0,0.9999999999,0.16702453841913195,0.6680981536765278
0.8726770590198356,0.3333333333333333,1.0,0.9999999999,0.49710806239801797,0.9296087201803073
0.7993426816287009,1.0,1.0,0.9999999999,0.5418431448501779,0.9673725794007118
0.8918828462583824,0.6666666666666666,1.0,0.9999999999,0.53962147542325,0.958485901693
0.9832604809185987,0.6666666666666666,1.0,0.9999999999,0.7127524932371216,0.8510099729484868
0.9666037388627596,0.0,1.0,0.9999999999,0.17342678369921122,0.6937071347968449
0.9870815238295143,0.3333333333333333,1.0,0.9999999999,0.4785068003721403,0.7140272014885609
0.9122939024676752,0.3333333333333333,1.0,0.9999999999,0.9870464109985551,0.9481856439942205
0.9588692209631473,0.0,1.0,0.9999999999,0.19056105168294613,0.7622442067317845
0.7859268547695321,1.0,1.0,0.9999999999,0.8094817907384448,0.8379271629537791
0.9709203421478555,1.0,1.0,0.9999999999,0.7328061176894993,0.9312244707579971
0.973430291053753,1.0,1.0,0.9999999999,0.6204458332719194,0.9817833330876777
0.9647140754019169,0.0,1.0,0.9999999999,0.6984051126898225,0.7936204507592903
0.0,0.0,0.0,0.9999999999,0.1691041220018612,0.6764164880074448
0.9760528600018302,0.0,1.0,0.9999999999,0.17413198006090932,0.6965279202436373
0.9798005057324541,0.21428571428571427,1.0,0.9999999999,0.4231877940316171,0.6927511761264684
0.0,1.0,1.0,0.9999999999,0.20856162887475457,0.8342465154990183
0.9884606989684491,0.75,1.0,0.9999999999,0.9153146801568735,0.9945920539608271
0.9441584751451954,0.0,1.0,0.9999999999,0.20115847182821409,0.8046338873128563
0.0,0.0,1.0,0.9999999999,0.17711736128920622,0.7084694451568249
0.9815314305739063,1.0,1.0,0.9999999999,0.720495540815058,0.8819821632602319
0.0,0.0,1.0,0.9999999999,0.1152128729151082,0.4608514916604328
0.9876625204972164,1.0,1.0,0.9999999999,0.8270777916288472,0.7368825950868175
0.7998420958834701,0.0,1.0,0.9999999999,0.11770688404591508,0.4708275361836603
0.9687059807978149,1.0,1.0,0.9999999999,0.5107997193158915,0.8431988772635657
0.6749130611239638,1.0,1.0,0.9999999999,0.8498886264103486,0.8995545056413943
0.9778741839443749,0.0,1.0,0.9999999999,0.19690735605014043,0.7876294242005617
0.9570675122464802,0.0,1.0,0.9999999999,0.16636306872376935,0.6654522748950774
0.0,1.0,1.0,0.9999999999,0.11542228011127165,0.4616891204450866
0.9574778398910824,0.0,1.0,0.9999999999,0.18163652817571868,0.7265461127028747
0.9414650951835482,0.0,1.0,0.9999999999,0.19710240274382052,0.7884096109752821
0.0,0.0,1.0,0.9999999999,0.15886742104172155,0.6354696841668862
0.0,0.0,1.0,0.9999999999,0.2211259215459817,0.8845036861839268
0.960445753631402,0.0,1.0,0.9999999999,0.9954088654644095,0.9816354618576383
0.9730633536033104,0.0,1.0,0.9999999999,0.1368222588491269,0.5472890353965076
0.9815402133268577,0.5,1.0,0.9999999999,0.4585430979387844,0.8341723917551376
0.9546501430099671,0.0,1.0,0.9999999999,0.17951089248835334,0.7180435699534133
0.9862923290994497,1.0,1.0,0.9999999999,0.722485939781333,0.8899437591253323
0.9751862377774634,0.5,1.0,0.9999999999,0.9641498140104243,0.8565992560416975
0.9344862504859459,0.14285714285714285,1.0,0.9999999999,0.1538576322582793,0.6154305290331172
0.9743113054332048,1.0,1.0,0.9999999999,0.8229698853012531,0.8918795412050123
0.9899092163017968,0.5,1.0,0.9999999999,0.3458961036649685,0.8381298692053284
0.8877554416968069,0.0,1.0,0.9999999999,0.17866186261253644,0.7146474504501458
0.9776246947442234,0.0,1.0,0.9999999999,0.1922785393369848,0.7691141573479392
0.9655995942792197,0.2777777777777778,1.0,0.9999999999,0.3854603369776817,0.6846984907678695
0.8121573542675167,0.0,0.0,0.0,0.9526939040101747,0.8107756160406991
